name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Afflatus Gravure...,3.6,(116 Reviews),Private,"Noida,Uttar Pradesh + 11 more",19 years old,51-200 Employees (India)
Tirupati Medicar...,4.3,(116 Reviews),"Paonta Sahib,Himachal Pradesh + 11 more",17 years old,201-500 Employees (India),
India Power Corp...,3.7,(116 Reviews),Public,"Kolkata,West Bengal + 5 more",103 years old,201-500 Employees (India)
Eternis Fine Che...,3.7,(116 Reviews),Public,"Mumbai,Maharashtra + 5 more",34 years old,201-500 Employees (India)
Igarashi Motors,4.2,(116 Reviews),Public,"Chennai,Tamil Nadu + 2 more",30 years old,501-1k Employees (India)
QSpiders,4.0,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",19 years old,501-1k Employees (India)
Diagno Labs,3.5,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 25 more",10 years old,201-500 Employees (Global)
National Small I...,4.0,(116 Reviews),Private,New Delhi + 28 more,67 years old,1k-5k Employees (India)
SYNCHRONIZED SUP...,4.1,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",15 years old,201-500 Employees (India)
Global Healthcar...,3.4,(116 Reviews),Private,"Chennai,Tamil Nadu + 2 more",6 years old,1k-5k Employees (India)
Safeducate,3.8,(116 Reviews),Private,New Delhi + 26 more,15 years old,11-50 Employees (India)
Yellow Diamond,4.3,(116 Reviews),Public,"Indore,Madhya Pradesh + 25 more",13 years old,501-1k Employees (India)
Country Club Hos...,3.6,(116 Reviews),Private,Hyderabad + 21 more,33 years old,201-500 Employees (India)
MUNDRA SOLAR TEC...,4.1,(116 Reviews),Ahmedabad + 8 more,7 years old,501-1k Employees (Global),
St. Joseph's Sch...,4.4,(116 Reviews),Private,"Greater Noida,Uttar Pradesh + 37 more",22 years old,51-200 Employees (India)
Peel-works,4.3,(115 Reviews),Private,"Mumbai,Maharashtra + 15 more",12 years old,51-200 Employees (India)
Walter Bushnell,3.4,(115 Reviews),Private,Gurgaon + 26 more,18 years old,51-200 Employees (India)
Lobo Staffing So...,4.1,(115 Reviews),Private,"Mumbai,Maharashtra + 25 more",19 years old,51-200 Employees (India)
OmniActive Healt...,4.0,(115 Reviews),Public,"Mumbai,Maharashtra + 8 more",18 years old,201-500 Employees (India)
Neosym Industry,3.6,(115 Reviews),Private,"Pune,Maharashtra + 6 more",90 years old,501-1k Employees (India)
ICFAI Business S...,4.2,(115 Reviews),Private,Hyderabad + 30 more,27 years old,1k-5k Employees (Global)
Cleartrip,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",17 years old,501-1k Employees (India)
L&T Infrastructu...,4.0,(115 Reviews),Chennai + 10 more,201-500 Employees (India),,
Walter Bushnell,3.4,(115 Reviews),Private,Gurgaon + 26 more,18 years old,51-200 Employees (India)
Lobo Staffing So...,4.1,(115 Reviews),Private,"Mumbai,Maharashtra + 25 more",19 years old,51-200 Employees (India)
Aneja Associates,3.1,(115 Reviews),Private,"Mumbai,Maharashtra + 6 more",41 years old,11-50 Employees (India)
Career Launcher,4.0,(115 Reviews),Private,New Delhi + 30 more,26 years old,1k-5k Employees (India)
Flemingo Duty Fr...,4.0,(115 Reviews),Private,"Navi Mumbai,Maharashtra + 14 more",25 years old,201-500 Employees (India)
SunMax Auto Engi...,3.2,(115 Reviews),Private,New Delhi + 9 more,18 years old,51-200 Employees (India)
Speciality Resta...,4.5,(115 Reviews),Public,"Mumbai,Maharashtra + 11 more",31 years old,1k-5k Employees (India)
Hummingwave Tech...,4.9,(115 Reviews),Private,Bangalore + 1 more,9 years old,11-50 Employees (India)
Redcliffe Labs,4.3,(115 Reviews),Private,"Gurgaon,Haryana + 19 more",3 years old,1k-5k Employees (India)
Kapil Chit Funds,4.0,(115 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 35 more",41 years old,10k-50k Employees (India)
Crossword Bookst...,4.1,(115 Reviews),Private,"Mumbai,Maharashtra + 20 more",30 years old,201-500 Employees (India)
Siddha Group,3.7,(115 Reviews),"Kolkata,West Bengal + 3 more",36 years old,501-1k Employees (India),
Peninsula Land,4.0,(115 Reviews),Public,Mumbai + 7 more,25 years old,501-1k Employees (India)
Xpo Logistics,3.6,(115 Reviews),Public,"Greenwich,Connecticut + 16 more",11 years old,51-200 Employees (India)
QDVC,4.9,(115 Reviews),Private,Doha + 3 more,15 years old,51-200 Employees (India)
Arkray Healthcar...,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 18 more",62 years old,201-500 Employees (India)
KPR Mill,4.3,(115 Reviews),Public,"Coimbatore,Tamil Nadu + 10 more",38 years old,201-500 Employees (India)
Borosil Glass Wo...,3.6,(114 Reviews),Public,"Mumbai,Maharashtra + 14 more",60 years old,501-1k Employees (India)
Mafatlal Industr...,3.9,(114 Reviews),Public,"Mumbai,Maharashtra + 7 more",109 years old,1k-5k Employees (India)
Oncquest Laborat...,3.9,(114 Reviews),Private,"Delhi/NCR,Delhi + 17 more",22 years old,201-500 Employees (India)
John Energy,3.9,(114 Reviews),Private,Ahmedabad + 8 more,35 years old,1k-5k Employees (India)
Franciscan Solut...,3.0,(114 Reviews),Private,"Greater Noida,Uttar Pradesh + 18 more",15 years old,501-1k Employees (India)
NDTV,3.5,(114 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",33 years old,1k-5k Employees (India)
GITAM University,4.2,(114 Reviews),Private,Visakhapatnam + 3 more,42 years old,1k-5k Employees (India)
Daffodil Softwar...,3.9,(114 Reviews),Private,"Grandville,MI + 4 more",23 years old,201-500 Employees (India)
Mindlance,4.2,(114 Reviews),Private,"Union,New Jersey + 5 more",23 years old,1k-5k Employees (Global)
TCL,4.2,(114 Reviews),Private,Huizhou + 23 more,41 years old,51-200 Employees (India)
ACE Group,4.4,(114 Reviews),Private,Noida + 24 more,12 years old,501-1k Employees (India)
Jaiprakash Power...,4.0,(114 Reviews),Public,Noida + 9 more,28 years old,5k-10k Employees (India)
Rotostat Service...,4.4,(114 Reviews),Private,"Mumbai,Maharashtra + 13 more",13 years old,51-200 Employees (India)
NDTV,3.5,(114 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",33 years old,1k-5k Employees (India)
Quest Diagnostic...,4.0,(114 Reviews),Private,"Secaucus,New Jersey + 10 more",55 years old,501-1k Employees (India)
Oncquest Laborat...,3.9,(114 Reviews),Private,"Delhi/NCR,Delhi + 17 more",22 years old,201-500 Employees (India)
TC Global,4.2,(114 Reviews),Private,Delhi + 17 more,27 years old,201-500 Employees (India)
Orchid Pharma,4.1,(114 Reviews),Public,Chennai + 5 more,30 years old,1k-5k Employees (India)
Gates,3.9,(114 Reviews),Private,"Denver,Colorado + 9 more",27 years old,1k-5k Employees (India)
Weavetex Oversea...,4.0,(114 Reviews),Private,"Baghpat,Uttar Pradesh + 6 more",53 years old,201-500 Employees (India)
Borosil Glass Wo...,3.6,(114 Reviews),Public,"Mumbai,Maharashtra + 14 more",60 years old,501-1k Employees (India)
Mafatlal Industr...,3.9,(114 Reviews),Public,"Mumbai,Maharashtra + 7 more",109 years old,1k-5k Employees (India)
Innovision,3.4,(114 Reviews),Private,"Mumbai,Maharashtra + 29 more",15 years old,201-500 Employees (India)
Daffodil Softwar...,3.9,(114 Reviews),Private,"Grandville,MI + 4 more",23 years old,201-500 Employees (India)
John Energy,3.9,(114 Reviews),Private,Ahmedabad + 8 more,35 years old,1k-5k Employees (India)
Writer Business ...,3.8,(114 Reviews),Private,Mumbai + 37 more,69 years old,1k-5k Employees (India)
Netoyed,4.1,(114 Reviews),11-50 Employees (India),,,
Expleo Group,4.1,(114 Reviews),Saint Quentin En Yvelines + 4 more,5 years old,10k-50k Employees (India),
Elite Elevators,4.6,(114 Reviews),Private,"Chennai,Tamil Nadu + 9 more",19 years old,51-200 Employees (India)
SMC,3.8,(211 Reviews),Private,"Noblesville,Indiana + 27 more",34 years old,201-500 Employees (India)
Dynamatic Techno...,3.8,(178 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",49 years old,1k-5k Employees (India)
Goibibo,4.1,(113 Reviews),Private,"Gurgaon,Haryana + 15 more",15 years old,1k-5k Employees (India)
Indian Political...,3.2,(113 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",7 years old,201-500 Employees (Global)
Aurigene Discove...,4.2,(113 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",20 years old,501-1k Employees (India)
BCG,4.1,(113 Reviews),Private,"Boston,Massachusetts + 7 more",59 years old,1k-5k Employees (India)
Energy Efficienc...,4.2,(113 Reviews),Private,New Delhi + 26 more,13 years old,501-1k Employees (India)
CQRA,4.2,(113 Reviews),Private,"Pune,Maharashtra + 13 more",18 years old,201-500 Employees (India)
Tangoe,3.6,(113 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",22 years old,51-200 Employees (India)
Vesuvius,4.1,(113 Reviews),Public,London + 10 more,31 years old,501-1k Employees (India)
MindGate Solutio...,3.6,(113 Reviews),Private,Mumbai + 6 more,14 years old,501-1k Employees (India)
The Indian Expre...,3.8,(113 Reviews),Private,Noida + 21 more,90 years old,1k-5k Employees (India)
Securitrans Indi...,3.9,(113 Reviews),Private,"Delhi/NCR,Delhi + 35 more",36 years old,1 Lakh+ Employees (India)
Pie Infocomm,4.6,(113 Reviews),Private,"Lucknow,Uttar Pradesh + 1 more",20 years old,1-10 Employees (India)
Apollo Specialit...,4.2,(113 Reviews),Public,Chennai + 17 more,39 years old,10k-50k Employees (India)
Hyundai Engineer...,4.2,(113 Reviews),Private,Seoul + 17 more,48 years old,51-200 Employees (India)
Franco-Indian Ph...,3.7,(113 Reviews),Private,Mumbai + 18 more,73 years old,201-500 Employees (India)
Goibibo,4.1,(113 Reviews),Private,"Gurgaon,Haryana + 15 more",15 years old,1k-5k Employees (India)
Clifford Chance,4.0,(113 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",15 years old,201-500 Employees (India)
MSCI,3.9,(113 Reviews),Private,"New York City,New York + 6 more",18 years old,501-1k Employees (India)
RAMADA PLAZA,3.8,(113 Reviews),Public,New Jersey + 17 more,69 years old,201-500 Employees (Global)
Vesuvius,4.1,(113 Reviews),Public,London + 10 more,31 years old,501-1k Employees (India)
CQRA,4.2,(113 Reviews),Private,"Pune,Maharashtra + 13 more",18 years old,201-500 Employees (India)
Ramee Group of H...,3.5,(113 Reviews),Private,Dubai + 8 more,37 years old,51-200 Employees (India)
Adcock Ingram,3.6,(113 Reviews),"Abu Dhabi,Gauteng + 9 more",132 years old,201-500 Employees (India),
YFC PROJECTS,4.0,(113 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",36 years old,51-200 Employees (India)
S.M. Consultants,4.0,(113 Reviews),Private,"Bhubaneswar,Odisha + 16 more",23 years old,51-200 Employees (India)
Energy Efficienc...,4.2,(113 Reviews),Private,New Delhi + 26 more,13 years old,501-1k Employees (India)
Ascendum KPS,4.2,(113 Reviews),Private,"Blue Ash,Ohio + 3 more",21 years old,1k-5k Employees (India)
Thirdware Soluti...,4.3,(113 Reviews),Private,"Mumbai,Maharashtra + 1 more",27 years old,1k-5k Employees (India)
Narula Infrastru...,4.0,(113 Reviews),Private,Kolkata + 29 more,17 years old,51-200 Employees (India)
CSM Technologies,3.9,(113 Reviews),Private,"Bhubaneswar,Odisha + 6 more",24 years old,201-500 Employees (India)
Bigstep Technolo...,4.4,(113 Reviews),Private,"Gurgaon/Gurugram,Haryana",14 years old,51-200 Employees (India)
Finova Capital,4.3,(113 Reviews),Private,"Jaipur,Rajasthan + 43 more",7 years old,501-1k Employees (India)
QX Global Group,4.2,(113 Reviews),Public,"Skipton,North Yorkshire + 5 more",19 years old,1k-5k Employees (India)
Army Ordnance Co...,4.8,(113 Reviews),Public,"New Delhi,Delhi + 38 more",247 years old,1 Lakh+ Employees (India)
ACN Health care,3.7,(113 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",11 years old,11-50 Employees (India)
MeritTrac,4.0,(113 Reviews),Private,"Bangalore,Karnataka + 9 more",22 years old,201-500 Employees (India)
Intelux Electron...,3.6,(113 Reviews),Private,"Pune,Maharashtra + 9 more",26 years old,201-500 Employees (India)
Fourth Dimension...,2.5,(113 Reviews),Public,New Delhi + 17 more,11 years old,201-500 Employees (India)
DDB Mudra Group,3.8,(113 Reviews),Private,"Mumbai,Maharashtra + 23 more",42 years old,1k-5k Employees (India)
SBI Capital Mark...,3.2,(113 Reviews),Public,"Mumbai,Maharashtra + 39 more",36 years old,201-500 Employees (India)
Finova Capital,4.3,(113 Reviews),Private,"Jaipur,Rajasthan + 43 more",7 years old,501-1k Employees (India)
iB Hubs,4.5,(124 Reviews),Private,Gurgaon + 5 more,6 years old,501-1k Employees (India)
MMTC-PAMP,3.7,(112 Reviews),Private,New Delhi + 17 more,14 years old,1k-5k Employees (India)
FICO,4.1,(112 Reviews),Private,"San Jose,California + 4 more",66 years old,1k-5k Employees (India)
Alpha Design Tec...,4.1,(112 Reviews),Private,Bangalore + 9 more,19 years old,201-500 Employees (India)
TATWA Technologi...,3.3,(112 Reviews),Private,"Bhubaneswar,Odisha + 5 more",20 years old,1k-5k Employees (India)
Leonia Holistic ...,4.0,(112 Reviews),Private,Hyderabad + 7 more,19 years old,201-500 Employees (India)
Hidesign,3.5,(112 Reviews),Private,"Pondicherry/Puducherry,Tamil Nadu + 20 more",44 years old,201-500 Employees (India)
Jubilant Biosys,4.2,(112 Reviews),Private,Noida + 6 more,22 years old,1k-5k Employees (India)
SSEM,4.0,(112 Reviews),Private,Riyadh + 11 more,46 years old,1k-5k Employees (Global)
Vishal Retail,4.2,(112 Reviews),"Delhi/NCR,Delhi + 37 more",21 years old,1 Lakh+ Employees (India),
Fulcrum Worldwid...,4.2,(112 Reviews),Private,Jersey City,23 years old,501-1k Employees (India)
SEED CSR,4.7,(112 Reviews),Private,New Delhi + 7 more,16 years old,51-200 Employees (India)
Thomson Press In...,3.8,(112 Reviews),Private,Faridabad + 9 more,55 years old,201-500 Employees (India)
Diamond Beverage...,3.8,(112 Reviews),Private,Kolkata + 3 more,27 years old,201-500 Employees (India)
Elofic Industrie...,4.0,(112 Reviews),Private,"Faridabad,Haryana + 11 more",71 years old,201-500 Employees (India)
Jade Global,4.3,(112 Reviews),Private,San Jose + 3 more,19 years old,1k-5k Employees (India)
Cheers Interacti...,3.3,(112 Reviews),Private,"Utrecht,Albert Heijn + 2 more",22 years old,51-200 Employees (India)
Aksh Optifibre,3.8,(112 Reviews),Public,"Delhi/NCR,New Delhi + 12 more",36 years old,201-500 Employees (India)
Miraj Group,3.9,(112 Reviews),Private,"Nathdwara,Rajasthan + 13 more",35 years old,201-500 Employees (India)
Eugia Pharma Spe...,4.0,(112 Reviews),Hyderabad/Secunderabad + 1 more,201-500 Employees (India),,
Vini Cosmetics,4.3,(112 Reviews),Private,"Ahmedabad,Gujarat + 32 more",13 years old,201-500 Employees (India)
Government Polyt...,3.9,(112 Reviews),Private,Nagpur + 48 more,108 years old,1k-5k Employees (India)
Enaltec Labs,4.1,(112 Reviews),"Navi Mumbai,Maharashtra + 5 more",16 years old,51-200 Employees (India),
Hindustan Media ...,4.1,(112 Reviews),Public,"Delhi/NCR,Delhi + 27 more",104 years old,1k-5k Employees (India)
Punjab and Mahar...,3.8,(112 Reviews),Public,"Mumbai,Maharashtra + 21 more",38 years old,10k-50k Employees (Global)
Fernandez Hospit...,4.1,(112 Reviews),Private,"Hyderabad/Secunderabad,Telangana",74 years old,1k-5k Employees (India)
Sakal Media Grou...,3.7,(112 Reviews),Private,"Pune,Maharashtra + 18 more",90 years old,1k-5k Employees (India)
L&T IDPL,4.4,(112 Reviews),Private,Chennai + 21 more,27 years old,501-1k Employees (Global)
Jeena & Company,4.3,(112 Reviews),Private,Mumbai + 22 more,122 years old,501-1k Employees (India)
Mahavir Die Cast...,3.6,(112 Reviews),Private,Faridabad + 3 more,31 years old,501-1k Employees (India)
Covalent Laborat...,3.8,(112 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",20 years old,51-200 Employees (India)
L&T Power Transm...,4.5,(112 Reviews),Chennai + 19 more,1k-5k Employees (India),,
MMACH Design,4.9,(112 Reviews),Pune + 9 more,51-200 Employees (India),,
Ichhapurti.com,2.7,(112 Reviews),Gurgaon/Gurugram + 16 more,,,
Elsamex Maintena...,4.4,(112 Reviews),Private,Ahmedabad + 26 more,23 years old,201-500 Employees (India)
Shree Satya Sai ...,4.7,(112 Reviews),Jamnagar + 2 more,40 years old,201-500 Employees (India),
Ncc Urban Infras...,4.4,(112 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",15 years old,201-500 Employees (India)
NIKE,4.0,(112 Reviews),Public,"Beaverton,Oregon + 29 more",58 years old,501-1k Employees (India)
UNITILE,4.7,(133 Reviews),Private,"Mumbai,Maharashtra + 12 more",28 years old,51-200 Employees (India)
Bilt,3.8,(111 Reviews),Private,"Gurgaon/Gurugram,Haryana + 19 more",77 years old,1k-5k Employees (India)
Nyati Group,4.3,(111 Reviews),Private,"Pune,Maharashtra + 5 more",25 years old,51-200 Employees (India)
Ramoji Film City,4.0,(111 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",26 years old,1k-5k Employees (India)
Appasamy Associa...,3.6,(111 Reviews),Private,"Chennai,Tamil Nadu + 16 more",44 years old,51-200 Employees (India)
DISYS,3.5,(111 Reviews),Private,"McLean,Virginia + 7 more",28 years old,51-200 Employees (India)
ABC Consultants,4.0,(111 Reviews),Private,New York + 17 more,53 years old,501-1k Employees (India)
Essel Infraproje...,3.8,(111 Reviews),Private,"Noida,Uttar Pradesh + 21 more",35 years old,1k-5k Employees (India)
Government of An...,3.9,(111 Reviews),Public,Velagapudi + 37 more,69 years old,1 Lakh+ Employees (Global)
Target Engineeri...,3.7,(111 Reviews),Private,Abu Dhabi + 8 more,47 years old,10k-50k Employees (India)
Centelon,4.6,(111 Reviews),LLP,Melbourne + 6 more,6 years old,201-500 Employees (India)
Sparsh Hospital,4.2,(111 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",16 years old,501-1k Employees (India)
Casio India Comp...,3.6,(111 Reviews),Private,"Delhi/NCR,New Delhi + 17 more",26 years old,501-1k Employees (India)
Sophos Technolog...,4.1,(111 Reviews),Private,"Ahmedabad,Gujarat + 6 more",23 years old,501-1k Employees (India)
Fukoku,3.8,(111 Reviews),Ageo + 2 more,69 years old,51-200 Employees (India),
Chemtrols Indust...,4.0,(111 Reviews),Private,"Mumbai,Maharashtra + 17 more",47 years old,201-500 Employees (India)
St Regis,4.1,(111 Reviews),Private,New York + 6 more,118 years old,501-1k Employees (India)
Laxmi Civil Engi...,4.1,(111 Reviews),Private,"Kolhapur,Maharashtra + 24 more",22 years old,201-500 Employees (India)
Chain-Sys,3.9,(111 Reviews),Private,"Grand Ledge,MI + 1 more",24 years old,501-1k Employees (India)
Sharp Business S...,3.8,(111 Reviews),Private,Noida + 27 more,110 years old,51-200 Employees (India)
Siegwerk,4.3,(111 Reviews),Private,"Siegburg,NRW + 13 more",192 years old,501-1k Employees (India)
Neel Auto,4.0,(111 Reviews),Private,New Delhi + 9 more,19 years old,11-50 Employees (India)
Hiranandani grou...,4.3,(111 Reviews),Private,"Mumbai,Maharashtra + 11 more",44 years old,1k-5k Employees (India)
XSEED Education,3.1,(111 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 17 more",14 years old,201-500 Employees (Global)
Allen Solly,4.3,(111 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",278 years old,10k-50k Employees (India)
